央视,#genre#
广东卫视,http://27.148.240.138/PLTV/88888888/224/3221227218/1.m3u8
东南卫视,http://27.148.240.138/PLTV/88888888/224/3221226754/1.m3u8
海峡卫视,http://27.148.240.138/PLTV/88888888/224/3221226748/1.m3u8
厦门卫视,http://27.148.240.138/PLTV/88888888/224/3221226744/1.m3u8
深圳卫视,http://27.148.240.138/PLTV/88888888/224/3221227285/1.m3u8
安徽卫视,http://27.148.240.138/PLTV/88888888/224/3221227301/1.m3u8
湖北卫视,http://27.148.240.138/PLTV/88888888/224/3221227230/1.m3u8
贵州卫视,http://27.148.240.138/PLTV/88888888/224/3221227277/1.m3u8
江西卫视,http://27.148.240.138/PLTV/88888888/224/3221227304/1.m3u8
辽宁卫视,http://27.148.240.138/PLTV/88888888/224/3221227242/1.m3u8
山东卫视,http://27.148.240.138/PLTV/88888888/224/3221227300/1.m3u8
黑龙江卫视,http://27.148.240.138/PLTV/88888888/224/3221227319/1.m3u8
天津卫视,http://27.148.240.138/PLTV/88888888/224/3221227222/1.m3u8
重庆卫视,http://27.148.240.138/PLTV/88888888/224/3221227293/1.m3u8
河南卫视,http://27.148.240.138/PLTV/88888888/224/3221227308/1.m3u8
广西卫视,http://27.148.240.138/PLTV/88888888/224/3221227328/1.m3u8
四川卫视,http://27.148.240.138/PLTV/88888888/224/3221227289/1.m3u8
吉林卫视,http://27.148.240.138/PLTV/88888888/224/3221227273/1.m3u8
海南卫视,http://27.148.240.138/PLTV/88888888/224/3221227320/1.m3u8
河北卫视,http://27.148.240.138/PLTV/88888888/224/3221227316/1.m3u8
云南卫视,http://27.148.240.138/PLTV/88888888/224/3221226900/1.m3u8
内蒙古卫视,http://27.148.240.138/PLTV/88888888/224/3221227309/1.m3u8
青海卫视,http://27.148.240.138/PLTV/88888888/224/3221227327/1.m3u8
甘肃卫视,http://27.148.240.138/PLTV/88888888/224/3221227246/1.m3u8
陕西卫视,http://27.148.240.138/PLTV/88888888/224/3221227324/1.m3u8
山西卫视,http://27.148.240.138/PLTV/88888888/224/3221227323/1.m3u8
宁夏卫视,http://27.148.240.138/PLTV/88888888/224/3221227305/1.m3u8
西藏卫视,http://27.148.240.138/PLTV/88888888/224/3221227344/1.m3u8
新疆卫视,http://27.148.240.138/PLTV/88888888/224/3221227332/1.m3u8
兵团卫视,http://27.148.240.138/PLTV/88888888/224/3221227335/1.m3u8
大湾区卫视,http://27.148.240.138/PLTV/88888888/224/3221226823/1.m3u8
三沙卫视,http://27.148.240.138/PLTV/88888888/224/3221227072/1.m3u8

数字,#genre#
CHC家庭电影,http://111.20.40.171/PLTV/88888893/224/3221226462/index.m3u8#http://171.108.239.110:8181/tsfile/live/1002_1.m3u8
CHC动作电影,http://111.20.40.171/PLTV/88888893/224/3221226465/index.m3u8#http://171.108.239.110:8181/tsfile/live/1003_1.m3u8
CHC高清电影,http://111.20.40.171/TVOD/88888893/224/3221226463/index.m3u8#http://171.108.239.110:8181/tsfile/live/1004_1.m3u8

1905电影,http://zgntv.icu/live/1905.php?id=1905dy
1905电影,http://nas.jdshipin.com:8801/1905.php?id=1905dy
淘电影,http://61.148.223.18:8888/newlive/live/hls/57/live.m3u8
黑莓电影,http://111.40.196.29:443/PLTV/88888888/224/3221225610/1.m3u8

欢笑剧场,http://27.148.240.138/PLTV/88888888/224/3221226761/1.m3u8
金鹰纪实,http://27.148.240.138/PLTV/88888888/224/3221227250/1.m3u8
乐游纪实,http://27.148.240.138/PLTV/88888888/224/3221226768/1.m3u8
纪实人文,http://27.148.240.138/PLTV/88888888/224/3221227307/1.m3u8

北京纪实,https://live.goodiptv.club/api/cqyx.php?id=bjayjsSD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
魅力足球,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
劲爆体育,http://www.namewee.xyz/gudou.php?id=364&id=jinbaotiyuHD_7000

北京体育,https://dispatchnew.ulivetv.net/v/live/cgxam6v2ozpc.m3u8?stream_id=cgxam6v2ozpc&token=c0vzuc7wqkzk
五星体育,https://dispatchnew.ulivetv.net/v/live/cgxamfznu56o.m3u8?stream_id=cgxamfznu56o&token=c0vzuc7wqkzk
天津体育,https://dispatchnew.ulivetv.net/v/live/cgxamprz0kw0.m3u8?stream_id=cgxamprz0kw0&token=c0vzuc7wqkzk
辽宁体育,https://dispatchnew.ulivetv.net/v/live/cgxamzvb8vk0.m3u8?stream_id=cgxamzvb8vk0&token=c0vzuc7wqkzk
广东体育,https://dispatchnew.ulivetv.net/v/live/cgxanasc9q68.m3u8?stream_id=cgxanasc9q68&token=c0vzuc7wqkzk
广东体育,http://www.namewee.xyz/gudou.php?id=364&id=1413_4500
广东体育,http://218.15.131.30:9901/tsfile/live/1005_1.m3u8
广东体育,http://120.84.96.119:808/hls/22/index.m3u8
广东体育,http://r.jdshipin.com/LiYdg

CCTV第一剧场,http://111.20.40.171/PLTV/88888893/224/3221226959/index.m3u8
CCTV风云剧场,http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8
CCTV怀旧剧场,http://111.20.40.171/PLTV/88888893/224/3221226972/index.m3u8
CCTV世界地理,http://111.20.40.171/PLTV/88888893/224/3221226947/index.m3u8
CCTV风云音乐,http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8
CCTV兵器科技,http://111.20.40.171/PLTV/88888893/224/3221226975/index.m3u8
CCTV风云足球,http://111.20.40.171/PLTV/88888893/224/3221226984/index.m3u8
CCTV女性时尚,http://111.20.40.171/PLTV/88888893/224/3221226969/index.m3u8
CCTV央视台球,http://111.20.40.171/PLTV/88888893/224/3221226956/index.m3u8
CCTV文化精品,http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8
CCTV电视指南,http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8
CCTV高尔夫网球,http://111.20.40.165/PLTV/88888893/224/3221226978/index.m3u8
CCTV卫生健康,http://hlsout-test.ysp.cctv.cn/ysp/2012513503.m3u8

CCTV老故事,https://live.goodiptv.club/api/cqyx.php?id=gushi
CCTV中学生,rtsp://27.148.221.1:554/live/ch23013115204696560987.sdp?FccMediaIP=239.61.3.73&FccMediaPort=9956&vcdnid=001&mediaid=ch23013115204696560987&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXvUpcUNFwEv0TfJZb2%2B%2FPfxCuYOYLcoByrYYJnyXxKKDNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
CCTV发现之旅,rtsp://27.148.221.1:554/live/ch23013116081088855400.sdp?FccMediaIP=239.61.3.74&FccMediaPort=9962&vcdnid=001&mediaid=ch23013116081088855400&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXtAYJqUVoUGOugrE0bztR0z%2BQFzpzw3qmQYv4lwpGzLqNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D

生活时尚,http://27.148.240.138/PLTV/88888888/224/3221226740/1.m3u8
动漫秀场,http://27.148.240.138/PLTV/88888888/224/3221226750/1.m3u8
都市剧场,http://27.148.240.138/PLTV/88888888/224/3221226724/1.m3u8
游戏风云,http://27.148.240.138/PLTV/88888888/224/3221226759/1.m3u8
中国天气,http://27.148.240.138/PLTV/88888888/224/3221226861/1.m3u8
快乐垂钓,http://27.148.240.138/PLTV/88888888/224/3221226999/1.m3u8
金色频道,http://27.148.240.138/PLTV/88888888/224/3221226923/1x.m3u8
法制天地,http://27.148.240.138/PLTV/88888888/224/3221226947/1.m3u8
东方财经,http://27.148.240.138/PLTV/88888888/224/3221227214/1.m3u8
第一财经,http://27.148.240.138/PLTV/88888888/224/3221227031/1.m3u8

环球旅游,rtsp://27.148.221.1:554/live/ch23011620421138055200.sdp?FccMediaIP=239.61.3.66&FccMediaPort=9914&vcdnid=001&mediaid=ch23011620421138055200&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXgIvtv91vYYmGmRwfCRWbA9CkviKA8Msa3JS3J%2BXyZ8jNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
第一财经,rtsp://27.148.221.1:554/live/ch22071916505770928720.sdp?FccMediaIP=239.61.3.52&FccMediaPort=9830&vcdnid=001&mediaid=ch22071916505770928720&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXn0C%2FWFhxhDjUwGoqqj8uYb3fcSzrEy29h0%2BZZJK5ee%2BNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
茶频道,rtsp://27.148.221.1:554/live/ch22083017183582533184.sdp?FccMediaIP=239.61.3.59&FccMediaPort=9872&vcdnid=001&mediaid=ch22083017183582533184&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXqi3EHz2KAfnvGhkO4ICfyIatUtjuFaji%2FStgQcOklLrNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
先锋乒羽,rtsp://27.148.221.1:554/live/ch22091415575673264280.sdp?FccMediaIP=239.61.3.17&FccMediaPort=9622&vcdnid=001&mediaid=ch22091415575673264280&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXncyCtClaKB05ZUjx7JhmGvK52Iod4JtzKkU1GHAhJd%2FNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
梨园,rtsp://27.148.240.181/PLTV/88888888/224/3221227243/70545572.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EFGiOEyMrJXOhxclro_pelQ%7E9iJWFlQkWe51HyqxKo6hcdm4tFJr56vlqM1bHS_WGBcUzI-KaF2Kz2nUXV23j0_2jN01HJbZwGH7RviqCenZc1-C1uTt0epoh-MneJ-WxP4%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20220926184459%2C2083064%2C117.28.157.7%2C20220926184459%2Curn%3AHuawei%3AliveTV%3AXTV70545571%2C208306420220926184459%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHhS0T9bATxsTEzAPo1dStIqEw3MDEtxcmt7bf_6X_GMDi6aD7iYhFfBuvJbNA1PS18W5Bt7K4yy0XaselzLnas2qRjgS1zlLWTN0Dw7rMYonh01jULj75QPCdAvE4NGm-Bloxw2p9LvJcSSlElm2kYuNyrSC2M2EviIXvBgjozr5Ogn4CRWQD2BZqNNDhv33yLsHNTX7PAz0j1gAAAA
文物宝库,rtsp://27.148.240.181/PLTV/88888888/224/3221227174/70545665.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ESqKf_5HznCEiEep3Hlpc7w%7E9iJWFlQkWe51HyqxKo6hcdm4tFJr56vlqM1bHS_WGBcUzI-KaF2Kz2nUXV23j0_2jN01HJbZwGH7RviqCenZc1-C1uTt0epoh-MneJ-WxP4%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20220926184459%2C2083064%2C117.28.157.7%2C20220926184459%2Curn%3AHuawei%3AliveTV%3AXTV70545664%2C208306420220926184459%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHhS0T9bATxsTEzAPo1dStIqEw3MDEtxcmt7bf_6X_GMDi6aD7iYhFfBuvJbNA1PS18W5Bt7K4yy0XaselzLnas2qRjgS1zlLWTN0Dw7rMYonh01jULj75QPCdAvE4NGm-Bloxw2p9LvJcSSlElm2kYuNyrSC2M2EviIXvBgjozr5Ogn4CRWQD2BZqNNDhv33yLsHNTX7PAz0j1gAAAA
武术世界,rtsp://27.148.240.181/PLTV/88888888/224/3221227256/70545597.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EIWoy-A-MI65L_r6Hf7jKKA%7E9iJWFlQkWe51HyqxKo6hcdm4tFJr56vlqM1bHS_WGBcUzI-KaF2Kz2nUXV23j0_2jN01HJbZwGH7RviqCenZc1-C1uTt0epoh-MneJ-WxP4%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20220926184459%2C2083064%2C117.28.157.7%2C20220926184459%2Curn%3AHuawei%3AliveTV%3AXTV70545596%2C208306420220926184459%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHhS0T9bATxsTEzAPo1dStIqEw3MDEtxcmt7bf_6X_GMDi6aD7iYhFfBuvJbNA1PS18W5Bt7K4yy0XaselzLnas2qRjgS1zlLWTN0Dw7rMYonh01jULj75QPCdAvE4NGm-Bloxw2p9LvJcSSlElm2kYuNyrSC2M2EviIXvBgjozr5Ogn4CRWQD2BZqNNDhv33yLsHNTX7PAz0j1gAAAA
新动漫,rtsp://27.148.240.181/PLTV/88888888/224/3221227229/70545738.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Es3X9Smlu_DK_P_0Mj-iCNA%7E9iJWFlQkWe51HyqxKo6hcdm4tFJr56vlqM1bHS_WGBcUzI-KaF2Kz2nUXV23j0_2jN01HJbZwGH7RviqCenZc1-C1uTt0epoh-MneJ-WxP4%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20220926184459%2C2083064%2C117.28.157.7%2C20220926184459%2Curn%3AHuawei%3AliveTV%3AXTV70545737%2C208306420220926184459%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHhS0T9bATxsTEzAPo1dStIqEw3MDEtxcmt7bf_6X_GMDi6aD7iYhFfBuvJbNA1PS18W5Bt7K4yy0XaselzLnas2qRjgS1zlLWTN0Dw7rMYonh01jULj75QPCdAvE4NGm-Bloxw2p9LvJcSSlElm2kYuNyrSC2M2EviIXvBgjozr5Ogn4CRWQD2BZqNNDhv33yLsHNTX7PAz0j1gAAAA
中华特产,rtsp://27.148.221.1:554/live/ch23011621094688160747.sdp?FccMediaIP=239.61.3.72&FccMediaPort=9950&vcdnid=001&mediaid=ch23011621094688160747&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXj6UjEHx80TeCNQPJ%2B%2Byh4OBruuffxqhCI8MMcBAoE%2FQNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
车迷频道,rtsp://27.148.221.1:554/live/ch23011618382381235288.sdp?FccMediaIP=239.61.3.64&FccMediaPort=9902&vcdnid=001&mediaid=ch23011618382381235288&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXgjUyl8ruILrKhXAA8f8CyZPwoOT7HjQ2D4ynhsXC9ToNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
优优宝贝,rtsp://27.148.221.1:554/live/ch23011620420932000427.sdp?FccMediaIP=239.61.3.70&FccMediaPort=9938&vcdnid=001&mediaid=ch23011620420932000427&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXgIvtv91vYYmGmRwfCRWbA%2B1RbyVUqM0R9gI0BQ8W68rNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
生态环境,rtsp://27.148.221.1:554/live/ch23011620183325317543.sdp?FccMediaIP=239.61.3.68&FccMediaPort=9926&vcdnid=001&mediaid=ch23011620183325317543&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXqCDPlMe52vsPKlEmIN7UgwJpyy4MhoC9obG7GJU1Jl7NC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
百姓健康,rtsp://27.148.221.1:554/live/ch23011618361727906139.sdp?FccMediaIP=239.61.3.62&FccMediaPort=9890&vcdnid=001&mediaid=ch23011618361727906139&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXgjUyl8ruILrKhXAA8f8CyabHR4oZn3S6gUPa78FySHFNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
四海钓鱼,rtsp://27.148.221.1:554/live/ch23011620315277465261.sdp?FccMediaIP=239.61.3.69&FccMediaPort=9932&vcdnid=001&mediaid=ch23011620315277465261&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXifT22UnXGVQ2GVLEcndrv%2FFfvvA38kvBe9MJhT13M3eNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
家庭理财,rtsp://27.148.221.1:554/live/ch23011619340696703803.sdp?FccMediaIP=239.61.3.67&FccMediaPort=9920&vcdnid=001&mediaid=ch23011619340696703803&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXuBXcIgPuFp8RQvluKTRBdXg49kYEAesfjmui%2F26UsNDNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
财富天下,rtsp://27.148.221.1:554/live/ch23011618373496091095.sdp?FccMediaIP=239.61.3.63&FccMediaPort=9896&vcdnid=001&mediaid=ch23011618373496091095&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXgjUyl8ruILrKhXAA8f8Cyb%2FBh%2FkhrwWuMl0%2B1M0EHT7NC5yQUJ%2BjwR5np7ffCdHWg%3D%3D
证券服务,rtsp://27.148.221.1:554/live/ch23011620572379839314.sdp?FccMediaIP=239.61.3.71&FccMediaPort=9944&vcdnid=001&mediaid=ch23011620572379839314&AuthInfo=LuUjQEnFN2dblFXPJKm%2FXsqoJU837faN7MpEkjc4j0%2BJ9A0vny52fwkOLxM9k9EPNC5yQUJ%2BjwR5np7ffCdHWg%3D%3D

CETV1教育,http://27.148.240.138/PLTV/88888888/224/3221226912/1.m3u8
CETV2教育,http://27.148.240.138/PLTV/88888888/224/3221226840/1.m3u8
CETV4教育,http://27.148.240.138/PLTV/88888888/224/3221227075/1.m3u8
哈哈炫动,http://27.148.240.138/PLTV/88888888/224/3221226988/1.m3u8
金鹰卡通,http://27.148.240.138/PLTV/88888888/224/3221227340/1.m3u8
卡酷动画,http://27.148.240.138/PLTV/88888888/224/3221226916/1.m3u8
嘉佳卡通,http://27.148.240.138/PLTV/88888888/224/3221226890/1.m3u8
百事通体育1,http://27.148.240.138/PLTV/88888888/224/3221226978/1.m3u8
百事通体育2,http://27.148.240.138/PLTV/88888888/224/3221227005/1.m3u8
百事通体育3,http://27.148.240.138/PLTV/88888888/224/3221227009/1.m3u8
百事通体育4,http://27.148.240.138/PLTV/88888888/224/3221227013/1.m3u8
百事通体育5,http://27.148.240.138/PLTV/88888888/224/3221227023/1.m3u8
百事通体育6,http://27.148.240.138/PLTV/88888888/224/3221227027/1.m3u8
百事通体育7,http://27.148.240.138/PLTV/88888888/224/3221227040/1.m3u8
百事通体育8,http://27.148.240.138/PLTV/88888888/224/3221227039/1.m3u8
百事通体育9,http://27.148.240.138/PLTV/88888888/224/3221227044/1.m3u8
百事通体育10,http://27.148.240.138/PLTV/88888888/224/3221227043/1.m3u8

金鹰纪实,http://111.20.40.162/PLTV/88888893/224/3221226351/index.m3u8
乐游纪实,http://111.20.40.165/PLTV/88888893/224/3221226580/index.m3u8

福建,#genre#
福建导视,http://nas.jdshipin.com:8801/fjgd.php?id=dspd_1200
福建综合,http://27.148.240.138/PLTV/88888888/224/3221226722/1.m3u8
福建文体,http://27.148.240.138/PLTV/88888888/224/3221226749/1.m3u8
福建公共,http://27.148.240.138/PLTV/88888888/224/3221226928/1.m3u8
福建新闻,http://27.148.240.138/PLTV/88888888/224/3221226736/1.m3u8
福建电视剧,http://27.148.240.138/PLTV/88888888/224/3221226732/1.m3u8
福建旅游,http://27.148.240.138/PLTV/88888888/224/3221226854/1.m3u8
福建经济,http://27.148.240.138/PLTV/88888888/224/3221226920/1.m3u8
福建少儿,http://27.148.240.138/PLTV/88888888/224/3221226738/1.m3u8
福建教育,http://27.148.240.138/PLTV/88888888/224/3221226884/1.m3u8

莆田一台,http://nas.jdshipin.com:8801/fjgd.php?id=ptian1_1200
莆田二台,http://nas.jdshipin.com:8801/fjgd.php?id=ptian2hd_2000
莆田一台,http://gslb.mydianshijia.com/gslb/live?stream_id=py_pt1
莆田二台,http://gslb.mydianshijia.com/gslb/live?stream_id=py_pt2

泉州一台,rtmp://live.qztv.cn/live/news
泉州二台,http://nas.jdshipin.com:8801/fjgd.php?id=qz2hd_2000
泉州三台,http://nas.jdshipin.com:8801/fjgd.php?id=qz3hd_2000
泉州四台,rtmp://live.qztv.cn/live/mny
福州综合,http://nas.jdshipin.com:8801/fjgd.php?id=fz1hd_2000
福州影视,http://nas.jdshipin.com:8801/fjgd.php?id=fz2hd_2000
福州生活,http://nas.jdshipin.com:8801/fjgd.php?id=fz3hd_2000
福州少儿,http://nas.jdshipin.com:8801/fjgd.php?id=fz4hd_2000
厦门一台,http://nas.jdshipin.com:8801/fjgd.php?id=xm1hd_2000
厦门二台,http://nas.jdshipin.com:8801/fjgd.php?id=xm2hd_2000
厦门三台,http://nas.jdshipin.com:8801/fjgd.php?id=xm3hd_2000
宁德一台,http://nas.jdshipin.com:8801/fjgd.php?id=nd1_1200
宁德二台,http://nas.jdshipin.com:8801/fjgd.php?id=nd2hd_2000
漳州一台,http://nas.jdshipin.com:8801/fjgd.php?id=zz1_1200
漳州一台,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳州二台,http://nas.jdshipin.com:8801/fjgd.php?id=zz2hd_2000
南平一台,http://nas.jdshipin.com:8801/fjgd.php?id=np1_1200
南平二台,http://nas.jdshipin.com:8801/fjgd.php?id=np2_1200
平潭一台,http://nas.jdshipin.com:8801/fjgd.php?id=ptan1_1200
龙岩一台,http://nas.jdshipin.com:8801/fjgd.php?id=ly1_1200
三明一台,http://nas.jdshipin.com:8801/fjgd.php?id=sm1_1200
龙岩一台,http://stream.lytv.net.cn/2/sd/live.m3u8
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8

港台,#genre#
凤凰资讯,http://27.148.240.138/PLTV/88888888/224/3221226882/1.m3u8
凤凰中文,http://27.148.240.138/PLTV/88888888/224/3221226980/1.m3u8

凤凰资讯,http://www.terrykang.cn:5678/fjgd.php?id=fhzx
凤凰中文,http://www.terrykang.cn:5678/fjgd.php?id=fhzw

凤凰资讯,http://120.84.96.119:808/hls/28/index.m3u8
凤凰中文,http://120.84.96.119:808/hls/29/index.m3u8
凤凰香港,http://120.84.96.119:808/hls/81/index.m3u8
天映经典,http://120.84.96.119:808/hls/85/index.m3u8
好莱坞电影,http://120.84.96.119:808/hls/24/index.m3u8
东森电影,http://120.84.96.119:808/hls/32/index.m3u8
东森洋片,http://120.84.96.119:808/hls/33/index.m3u8
龙祥时代,http://120.84.96.119:808/hls/35/index.m3u8

民视,rtmp://9sv2.mine.nu/sat/tv051
台视,rtmp://9sv2.mine.nu/sat/tv071
中视,rtmp://9sv2.mine.nu/sat/tv091
华视,rtmp://9sv2.mine.nu/sat/tv111
TVBS欢乐,rtmp://9sv2.mine.nu/sat/tv421
TVBS新闻,rtmp://9sv2.mine.nu/sat/tv551
纬来体育,rtmp://9sv2.mine.nu/sat/tv721
纬来育乐,rtmp://9sv2.mine.nu/sat/tv701
纬来日本,rtmp://9sv2.mine.nu/sat/tv771
东森超视,rtmp://9sv2.mine.nu/sat/tv331
东森财经,rtmp://9sv2.mine.nu/sat/tv571
MoMo综合,rtmp://9sv2.mine.nu/sat/tv761
ELEVEN体育1,rtmp://9sv2.mine.nu/sat/tv731
ELEVEN体育2,rtmp://9sv2.mine.nu/sat/tv741

大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8

体育1,rtmp://9sv2.mine.nu/sat/md011
体育2,rtmp://9sv2.mine.nu/sat/md051
体育3,rtmp://9sv2.mine.nu/sat/md021
体育4,rtmp://9sv2.mine.nu/sat/md041
体育5,rtmp://9sv2.mine.nu/sat/md031

国际,#genre#
卡塔尔·半岛新闻,https://live-hls-v3-aje.getaj.net/AJE-V3/01.m3u8#https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
美国·FOX新闻,http://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
美国·彭博财经,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
美国·NBC新闻,https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
美国·Newsmax,https://cdn-ue1-prod.tsv2.amagi.tv/linear/samsungus-newsmax/playlist.m3u8
新加坡·亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
欧洲·Eurosport1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
欧洲·Eurosport2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
加拿大·Global新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
澳大利亚·ABC新闻,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
日本·24新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
